5000,4500,5500
-2.8224788891049005e-14,-1.2600357545787445e-14,-1.2600357545788025e-14
-2.6424378673786625e-14,-1.5591486285306125e-14,-1.5591486285306788e-14
-4.911700711034933e-14,-2.1384097093129464e-14,-2.138409709312955e-14
-5.800611653116527e-14,-2.729550402649797e-14,-2.729550402649768e-14
-9.969812662315977e-14,-3.798009545793777e-14,-3.7980095457937644e-14
-8.263960829040633e-14,-5.1761128398939794e-14,-5.1761128398939604e-14
5.441750682223505e-13,-7.491053901914389e-14,-7.491053901914356e-14
4.0173265681544405e-12,-1.1343148339924114e-13,-1.1343148339924093e-13
1.0007860090065462e-11,-1.9049443969117043e-13,-1.9049443969117074e-13
5.638281225686816e-12,-3.185028749103209e-13,-3.1850287491032164e-13
-1.2583137162738178e-11,-2.005533146099195e-13,-2.0055331460991977e-13
-1.641402553691015e-11,1.4101729305536994e-12,1.4101729305537002e-12
-2.4285444540245154e-12,4.437922500414719e-12,4.437922500414719e-12
4.840360843464501e-12,3.1861036794239053e-12,3.1861036794239053e-12
3.4604474962007433e-12,-3.299685742872881e-12,-3.299685742872882e-12
1.4811074206420386e-12,-5.12101511103099e-12,-5.12101511103099e-12
6.793571370062561e-13,-1.5969390929243927e-12,-1.5969390929243925e-12
3.6046088266693294e-13,5.133486793659252e-13,5.133486793659252e-13
2.331156502365447e-13,5.948926078469782e-13,5.948926078469783e-13
1.4479499380866249e-13,3.3304728155158385e-13,3.330472815515837e-13
1.1099509006458072e-13,1.924618944123482e-13,1.9246189441234827e-13
7.074530778761605e-14,1.202406614749421e-13,1.2024066147494185e-13
6.185958969779293e-14,8.377969447764212e-14,8.377969447764199e-14
3.793292951377808e-14,5.836057144946968e-14,5.836057144946968e-14
3.7892898374560055e-14,4.4930790834109166e-14,4.493079083410983e-14
2.0926056622863466e-14,3.2458404590803294e-14,3.245840459080362e-14
2.4541719448613586e-14,2.608735867886078e-14,2.608735867886078e-14
1.0938389473395114e-14,1.871166747058219e-14,1.8711667470581524e-14
1.6215984419901187e-14,1.6232388199571285e-14,1.6232388199571285e-14
4.30082342017529e-15,1.1934629439250032e-14,1.19346294392497e-14
1.03753614862474e-14,9.576644080270944e-15,9.576644080271028e-15
-7.917437545898578e-16,5.256484876137667e-15,5.256484876137792e-15
5.645508458802156e-15,4.451396174338575e-15,4.451396174338824e-15
-5.436013307566496e-15,1.5596011339301184e-15,1.559601133930284e-15
1.060628886902742e-15,5.569129793582434e-16,5.569129793577877e-16
-1.0563053059657157e-14,-2.7194074152289967e-15,-2.7194074152294522e-15
-4.390381367282904e-15,-3.4090239634897944e-15,-3.4090239634894217e-15
-1.7387557577176235e-14,-5.950141398745349e-15,-5.95014139874481e-15
-1.2331734962457088e-14,-7.862939386971377e-15,-7.86293938697119e-15
